0.1202,0,0,0.2932,N
0.08862,0.1145,0.07431,0.2694,N
0.2302,0.2644,0.09749,0.2622,N
0.1486,0.07987,0.03203,0.2826,N
0.4099,0.6376,0.1986,0.3147,Y
0.266,0.2873,0.1218,0.2806,N
0.1963,0.1937,0.08442,0.2983,N
0.6997,0.9608,0.291,0.4055,Y
0.2196,0.312,0.08278,0.2829,N
0.1765,0.13,0.05334,0.2533,N
0.225,0.2216,0.1105,0.2226,N
0.4193,0.6783,0.1505,0.2398,N
0.2049,0.1295,0.06136,0.2383,N
0.2364,0.2456,0.105,0.2926,N
0.2399,0.1503,0.07247,0.2438,N
0.1879,0.1544,0.03846,0.1652,N
0.448,0.4704,0.2027,0.3585,Y
0.4925,0.7356,0.2034,0.3274,Y
0.1202,0.2249,0.1185,0.4882,Y
0.239,0.2102,0.08958,0.3016,N
0.2291,0.3272,0.1674,0.2894,Y
0.4244,0.5803,0.2248,0.3222,Y
0.1788,0.256,0.1221,0.2889,N
0.2531,0.3308,0.08978,0.2048,N
0.135,0.08115,0.05104,0.2364,N
0.2884,0.3796,0.1329,0.347,Y
0.2264,0.3207,0.1218,0.2841,Y
0.2883,0.196,0.1423,0.259,N
0.3861,0.5673,0.1732,0.3305,Y
0.2585,0.09915,0.08187,0.3469,N
0.2394,0.3791,0.1514,0.2837,Y
0.3055,0.2992,0.1312,0.348,Y
0.1949,0.1709,0.1374,0.2723,N
0.2275,0.3965,0.1379,0.3109,Y
0.1523,0.2177,0.09331,0.2829,Y
0.1028,0.1046,0.06968,0.1712,N
0.1648,0.1399,0.08476,0.2676,N
0.2164,0.3355,0.1667,0.3414,Y
0.1822,0.08669,0.08611,0.2102,N
0.07204,0,0,0.3105,N
0.2236,0.2802,0.1216,0.2792,Y
0.1792,0.07708,0.06402,0.2584,N
0.2548,0.209,0.1012,0.3549,N
0.1223,0.09755,0.03413,0.23,N
0.2517,0.0942,0.06042,0.2727,N
0.4092,0.4504,0.1865,0.5774,Y
0.2521,0.25,0.08405,0.2852,N
0.2735,0.3103,0.1599,0.2691,N
0.1824,0.1564,0.06019,0.235,N

